llm_quality,llm_seniority,llm_engagement,llm_decision_maker,llm_industry,llm_geography,llm_business_type,llm_company_fit,industry,companyindustry,companysize,companytype,languages,location,companylocation,companyfoundedon,summary,skills,jobtitle,engaged
65,Mid,0.4,0.8,Defense and Space Manufacturing,international_hub,leaders,0,Accounting,Defense and Space Manufacturing,,Privately Held,"English, French, Spanish","Paris, Île-de-France, France","Paris cedex 15, FR",,"Global compliance and anti-corruption leader, passionate about building cultures of integrity and accountability. Combining a background in international law with hands-on expertise in investigations and ethics, I help organizations navigate complex risks while enabling sustainable growth.","Risk Management, International Law, Management",Directeur de la Compliance Groupe,0
85,Mid,0.7,0.55,IT Services and IT Consulting,other,workers,1,Information Technology & Services,IT Services and IT Consulting,51-200,Sole Proprietorship,"English, French, German, Spanish, Vietnamese","Nantes, Pays de la Loire, France","Nantes, FR",2022.0,"With over 20 years of professional experience in strategic consulting and international project management in different parts of the world (Europe, Asia, Oceania, North America), I have developed a strong expertise in business development and account management, especially in complex and technical environments. As the Associate Founder and Chief Commercial Officer of Qwanteos, an AI company  providing data and video management services, I lead the business development and client relationships.
I am passionate about technology and innovation, and I am particular eager to work on projects which have a positive social and environmental impact.","Teamwork, Business Development, Relationship Management",Co-founder - Chief Commercial Officer,1
60,Entry,0.5,0.25,Broadcast Media Production and Distribution,international_hub,workers,2,Media Production,Broadcast Media Production and Distribution,2-10,Partnership,,"Paris, Île-de-France, France",,,,"Film Production, Project Management, Business Strategy",Co-fondateur,1
55,Entry,0.45,0.2,Media Production,other,workers,2,Computer Software,Media Production,2-10,Privately Held,"Anglais (certification C1), Français, Italien (certification B1)",France,,,"As an innovation consultant, I am passionate by the impact of new technologies (web 3/IA) on the creative industries and the luxury/retail sector. 

I'm particularly interested in blockchain solutions designed to protect and enhance creation in all its forms (crafts, works of art, luxury goods, etc.). 

I'm also closely studying the use of wallets and advances in VR/AR, exploring the opportunities that these technologies offer for renewing the customer experience and building loyalty among new generations of consumers.","Nouveaux médias, Veille technologique, Design Thinking",Co-founder & Legal Manager,1
50,Entry,0.3,0.3,Unknown,other,others,0,Professional Training & Coaching,,,,anglais,"Greater Limoges Area, France",,,"Designer at FORMAKA, support for territorial transitions (e-learning, innovation, games, gamification, sound design). GIS  Project Manager, e-learning   MOOC project manager, innovation in training methods, learning analytics. Expertise in digital games in education and training. PhD candidate Lyon 2 geomatics, education, soundscapes.","Gestion du changement, Intelligence artificielle (IA), Informatique écologique",Jury Certigia,1
70,Mid,0.6,0.5,Technology - AI,other,others,1,Human Resources,,,,"English, French, Spanish",France,,,"Hi there 👋

I am a Talent acquisition advisor, teaching best hiring practices to startups. 

Finding the best Talent can be daunting. 

The first 10 years of my career, I grew into Talent acquisition from sourcing niche roles all over EMEA to building Talent Acquisition operations from scratch, taking them to an international unicorn level.

I didn’t grow up dreaming of becoming a Talent search expert, but found my passion by traveling and speaking with top tier Talent acquisition and Tech leaders.

While building scalable solutions, I have learned a lot from my successes and a lot more from my mistakes. That’s how Fledge was born. 

We are Talent Acquisition specialists working with innovative founders to support their fast and sustainable growth.

Thanks for stopping by — feel free to reach out

📅 calendly.com/julien_fledge
📩 julien@fledge.net","Recruiting, Sourcing, Management",Talent search advisor (via Fledge),0
75,Mid,0.7,0.7,Finance - Banking,international_hub,leaders,1,Financial Services,Banking,,Privately Held,,"Paris, Île-de-France, France","Paris, FR",,"At CapVini we combine our passion for data analysis, our knowledge of fine wine, critics’ scores and our long relationships with vineyards and châteaux to create a unique decision-making model.

Aligned to your interests, we eliminate the risk of poor choices and unlock the best buying opportunities for our clients.

We help both connoisseurs and newcomers curate their perfect wine cellar, increasing confidence in their purchase choices, saving valuable time and money.","Impact Investing, Macroeconomics, Capital Markets",Project Manager,0
30,Entry,0.4,0.3,Unknown,international_hub,others,0,Marketing & Advertising,,,,"English, French, Hindi, Tamil, Telugu","Greater Paris Metropolitan Region, France",,,"Young Strategist with a passion for uncovering consumer insights and developing innovative, effective solutions. By combining empathy, data analysis, and intuition, I create strategies that align with consumer motivations, addressing core challenges to make a meaningful impact. Naturally curious, I enjoy exploring the “why” behind actions, ensuring we solve the real problem and positively affect everyday experiences. I am hands-on and committed to building genuine connections with people at every stage.

With a background spanning project management, digital marketing, communication, sales, strategy, and customer relationship management, I have developed a multifaceted skill set across various industries.","Attention to Detail, Strategic Marketing, Commerce",Marketing Strategist and Brand Manager,0
50,Mid,0.5,0.4,Innovation,other,others,1,Events Services,,,,"Anglais , Espagnol","Peypin, Provence-Alpes-Côte d'Azur, France",,,"Investit dans l'entrepreneuriat et l'innovation (expertise importante dans le numérique) sur le territoire d'Aix-Marseille je dirige le groupe de communication et d'événementiel One XPerience dédié à l'Innovation  dont La Coque (lieu d'event et vitrine de l'innovation Aix-Marseille).  *La Coque : centre d'innovation, de démonstration, sensibilisation et de rencontres numériques Aix-Marseille French Tech, louable et privatisable par les startups, les entreprises du numérique et toutes les entreprises/collectivités du territoire.
Et le Carrefour de l'Innovation : tiers lieu de la Transformation basé à AIx-en-Provence et appartenant à la Métropole Aix-Marseille.
Je suis aussi investit dans 2 autres structures :
*Imagine Your Business devenue ONE EVENT : Agence de communication événementielle, digitale, vidéo à Marseille et Aix-en-Provence. Pour tout besoin B2B de communication, event, digital, vidéo et media,  nous sommes à votre disposition sur le territoire d'Aix-Marseille.
*MProvence : Le nouveau media TV d'Aix-Marseille présents sur le web et tous les réseaux sociaux, mettant en avant tous les actrices et acteurs de notre Métropole.

Résumé: Après 20 ans d'exp. dans les télécoms et l'informatique, que cela soit en tant que manager et créateur d'entreprise, orienté b2b, commercial, digital et communication dans des PME et dans un grand groupe Bouygues Telecom...3 ans aussi dans l'animation du territoire, la communication et l'événementiel au sein de l'association du Groupement des Entrepreneurs du Pays d'Aix (GEPA)...j'ai décidé de donner une new orientation dans la communication et l'événementiel à ma carrière en fondant 3 structures complémentaires:
-One XPerience avec La Coque et le Carrefour de l'Innovation
-One Event: une agence de communication événementielle innovante, video et digitale.
-MProvence: un media video global multi-supports (TV, Youtube, Box, réseaux sociaux...) mettant en avant les acteurs du territoire de la Métropole d'Aix-Marseille

N'hésitez pas à faire appel à nous sur Aix et Marseille, pour vous recevoir dans un lieu d'innovation, créer des événements, améliorer votre productivité commerciale via le digital, vous mettre en avant en utilisant un media vidéo global...!","Déploiement de nouveaux produits, Commerce, Benchmarking",Gestionnaire du tiers lieu via One XPerience,0
60,Mid,0.65,0.3,Education - Higher Education,international_hub,experts,2,Research,,,,"Anglais, French, German","Greater Paris Metropolitan Region, France",,,"I am a practioner-researcher working on open innovation and collective intelligence towards the Sustainable and Inner Development Goals.

I study how small and large groups innovate, collaborate and learn, with a particular focus on citizen science communities and the open-source movement. I hold a PhD in Statistical Physics from Ecole Normale Supérieure Paris, where I studied Complex Systems Physics and Philosophy of Science. Fascinated by the emergence of higher-order simplicity out of complex interactions, I specialized in network science applied to biological, medical and social contexts at the Barabasi Lab in Boston, before becoming a research fellow at the Learning Planet Institute in the Learning Transitions Research Unit where I lead the Interaction Data Lab. I am also a co-founder of the Just One Giant Lab Foundation that supports the development of emergent, large-scale open research communities through social and digital technologies. My current research ties network approaches and participatory methods to foster collaborative dynamics and relational well-being in open innovation contexts. My work has been supported at the national (ANR), European (Horizon 2020), and international level (NESTA, Botnar Foundation).","Open Science, Social Entrepreneurship, Citizen Science",Visiting Researcher,1
